Licence No.,Licensee,Street#,Street Name,Unit,City,Postal Code,Bus. Phone,Operating As,Ward,Category
P90-4652683,OASIS ADDICTION RECOVERY SOCIETY,1940,LAWRENCE AVE E,,"TORONTO, ON",M1R 2Y7,(416) 751-0553,,37,CLOTHING DROP BOX LOCATION PERMIT
P90-4652684,OASIS ADDICTION RECOVERY SOCIETY,50,TRUDELLE ST,,"TORONTO, ON",M1J 1Z3,(416) 751-0553,,38,CLOTHING DROP BOX LOCATION PERMIT
P90-4652686,OASIS ADDICTION RECOVERY SOCIETY,25,LEONARD AVE,,"TORONTO, ON",M5T 2R2,(416) 751-0553,,20,CLOTHING DROP BOX LOCATION PERMIT
P90-4652855,OASIS ADDICTION RECOVERY SOCIETY,200,EGLINTON AVE W,,"TORONTO, ON",M4R 1A7,(416) 751-0553,,16,CLOTHING DROP BOX LOCATION PERMIT
P90-4652856,OASIS ADDICTION RECOVERY SOCIETY,89,CHURCH AVE,,"TORONTO, ON",M2N 6C9,(416) 751-0553,,23,CLOTHING DROP BOX LOCATION PERMIT
P90-4653459,AMJ RECYCLING INC,8130,SHEPPARD AVE E,,"TORONTO, ON",M1B 3W3,(647) 295-6973,AMJ RECYCLING INC,42,CLOTHING DROP BOX LOCATION PERMIT
P90-4653947,JACS TORONTO,6171,BATHURST ST,,"TORONTO, ON",M2R 1Z6,(416) 638-0350,,10,CLOTHING DROP BOX LOCATION PERMIT
P90-4653949,JACS TORONTO,6161,BATHURST ST,,"TORONTO, ON",M2R 1Z5,(416) 638-0350,,10,CLOTHING DROP BOX LOCATION PERMIT
P90-4653950,JACS TORONTO,25,DUNCANWOODS DR,,"TORONTO, ON",M9L 2C5,(416) 638-0350,,7,CLOTHING DROP BOX LOCATION PERMIT
P90-4653951,JACS TORONTO,1,CANYON AVE,,"TORONTO, ON",M3H 4X8,(416) 638-0350,,10,CLOTHING DROP BOX LOCATION PERMIT
P90-4653952,JACS TORONTO,30,GILDER DR,,"TORONTO, ON",M1K 4P6,(416) 638-0350,,37,CLOTHING DROP BOX LOCATION PERMIT
P90-4654529,CANADIAN DIABETES ASSOCIATION,174,DUNCANWOODS DR,,"TORONTO, ON",M9L 2E3,(416) 363-3373,,7,CLOTHING DROP BOX LOCATION PERMIT
P90-4654532,CANADIAN DIABETES ASSOCIATION,60,PLAYFAIR AVE,,"TORONTO, ON",M6B 2P9,(416) 363-3373,,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4654534,CANADIAN DIABETES ASSOCIATION,636,GLENHOLME AVE,,"TORONTO, ON",M6E 3G9,(416) 363-3373,,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4654536,CANADIAN DIABETES ASSOCIATION,2350,MCCOWAN RD,,"TORONTO, ON",M1S 4B4,(416) 363-3373,,41,CLOTHING DROP BOX LOCATION PERMIT
P90-4654538,CANADIAN DIABETES ASSOCIATION,80,BENNETT RD,,"TORONTO, ON",M1E 3Y3,(416) 363-3373,,44,CLOTHING DROP BOX LOCATION PERMIT
P90-4654542,CANADIAN DIABETES ASSOCIATION,25,ROCHELLE CRES,,"TORONTO, ON",M2J 1Y3,(416) 363-3373,,33,CLOTHING DROP BOX LOCATION PERMIT
P90-4654545,CANADIAN DIABETES ASSOCIATION,4640,FINCH AVE E,,"TORONTO, ON",M1S 4G2,(416) 363-3373,,41,CLOTHING DROP BOX LOCATION PERMIT
P90-4656499,AMJ RECYCLING INC,4184-4192,SHEPPARD AVE E,,"TORONTO, ON",M1S 1T3,(647) 295-6973,AMJ RECYCLING INC,41,CLOTHING DROP BOX LOCATION PERMIT
P90-4656507,CANADIAN DIABETES ASSOCIATION,460,RENFORTH DR,,"TORONTO, ON",M9C 2N2,(416) 363-3373,,3,CLOTHING DROP BOX LOCATION PERMIT
P90-4656811,CANADIAN DIABETES ASSOCIATION,385-387,DAWES RD,,"TORONTO, ON",M4B 2E6,(416) 363-3373,,31,CLOTHING DROP BOX LOCATION PERMIT
P90-4656814,CANADIAN DIABETES ASSOCIATION,3850,LAKE SHORE BLVD W,,"TORONTO, ON",M8W 1R3,(416) 363-3373,,6,CLOTHING DROP BOX LOCATION PERMIT
P90-4656815,CANADIAN DIABETES ASSOCIATION,4637,KINGSTON RD,,"TORONTO, ON",M1E 2P8,(416) 363-3373,,44,CLOTHING DROP BOX LOCATION PERMIT
P90-4656817,CANADIAN DIABETES ASSOCIATION,1000,GERRARD ST E,,"TORONTO, ON",M4M 3G6,(416) 363-3373,,30,CLOTHING DROP BOX LOCATION PERMIT
P90-4656825,CANADIAN DIABETES ASSOCIATION,520,CARLAW AVE,,"TORONTO, ON",M4K 3J4,(416) 363-3373,,30,CLOTHING DROP BOX LOCATION PERMIT
P90-4656826,CANADIAN DIABETES ASSOCIATION,98,LAMB AVE,,"TORONTO, ON",M4J 4M6,(416) 363-3373,,30,CLOTHING DROP BOX LOCATION PERMIT
P90-4656828,CANADIAN DIABETES ASSOCIATION,76,KINGSTON RD,,"TORONTO, ON",M4L 1S6,(416) 363-3373,,32,CLOTHING DROP BOX LOCATION PERMIT
P90-4656830,CANADIAN DIABETES ASSOCIATION,1174,WOODBINE AVE,,"TORONTO, ON",M4C 4E2,(416) 363-3373,,31,CLOTHING DROP BOX LOCATION PERMIT
P90-4656831,CANADIAN DIABETES ASSOCIATION,1750,KEELE ST,,"TORONTO, ON",M6M 3W8,(416) 363-3373,,12,CLOTHING DROP BOX LOCATION PERMIT
P90-4656832,CANADIAN DIABETES ASSOCIATION,150,KENWOOD AVE,,"TORONTO, ON",M6C 2S3,(416) 363-3373,,21,CLOTHING DROP BOX LOCATION PERMIT
P90-4656833,CANADIAN DIABETES ASSOCIATION,4,TREEWOOD ST,,"TORONTO, ON",M1P 3J4,(416) 363-3373,,37,CLOTHING DROP BOX LOCATION PERMIT
P90-4656834,CANADIAN DIABETES ASSOCIATION,596,MARLEE AVE,,"TORONTO, ON",M6B 3J5,(416) 363-3373,,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4659954,THE CLUTTERED CLOSET INC,82,BUTTONWOOD AVE,,"TORONTO, ON",M6M 2J5,(905) 761-0006,THE CLUTTERED CLOSET,11,CLOTHING DROP BOX LOCATION PERMIT
P90-4659994,GREEN EARTH USED CLOTHING RECYCLING INC,160,THE WESTWAY,,"TORONTO, ON",M9P 2C1,(416) 894-1666,,4,CLOTHING DROP BOX LOCATION PERMIT
P90-4676735,CANADIAN DIABETES ASSOCIATION,1,WARRENDALE CRT,,"TORONTO, ON",M9V 1P9,(416) 363-3373,,1,CLOTHING DROP BOX LOCATION PERMIT
P90-4676737,CANADIAN DIABETES ASSOCIATION,70,HUMBERLINE DR,,"TORONTO, ON",M9W 7H3,(416) 363-3373,,1,CLOTHING DROP BOX LOCATION PERMIT
P90-4676745,CANADIAN DIABETES ASSOCIATION,61,CLAIREVILLE DR,,"TORONTO, ON",M9W 5Z7,(416) 363-3373,,1,CLOTHING DROP BOX LOCATION PERMIT
P90-4676746,CANADIAN DIABETES ASSOCIATION,930,QUEEN'S PLATE DR,,"TORONTO, ON",M9W 6Z5,(416) 363-3373,,2,CLOTHING DROP BOX LOCATION PERMIT
P90-4676790,CANADIAN DIABETES ASSOCIATION,910,QUEEN'S PLATE DR,,"TORONTO, ON",M9W 6Z4,(416) 363-3373,,2,CLOTHING DROP BOX LOCATION PERMIT
P90-4676791,CANADIAN DIABETES ASSOCIATION,20,FONTENAY CRT,,"TORONTO, ON",M9A 4W4,(416) 363-3373,,4,CLOTHING DROP BOX LOCATION PERMIT
P90-4676792,CANADIAN DIABETES ASSOCIATION,2549,WESTON RD,,"TORONTO, ON",M9N 2A7,(416) 363-3373,,11,CLOTHING DROP BOX LOCATION PERMIT
P90-4676793,CANADIAN DIABETES ASSOCIATION,1225,SHAW ST,,"TORONTO, ON",M6G 3N9,(416) 363-3373,,21,CLOTHING DROP BOX LOCATION PERMIT
P90-4676794,CANADIAN DIABETES ASSOCIATION,45,DUNFIELD AVE,,"TORONTO, ON",M4S 2H4,(416) 363-3373,,22,CLOTHING DROP BOX LOCATION PERMIT
P90-4676795,CANADIAN DIABETES ASSOCIATION,18,KENASTON GDNS,,"TORONTO, ON",M2K 1G8,(416) 363-3373,,24,CLOTHING DROP BOX LOCATION PERMIT
P90-4676798,CANADIAN DIABETES ASSOCIATION,946,LAWRENCE AVE E,,"TORONTO, ON",M3C 1R1,(416) 363-3373,,25,CLOTHING DROP BOX LOCATION PERMIT
P90-4676799,CANADIAN DIABETES ASSOCIATION,980,LAWRENCE AVE E,,"TORONTO, ON",M3C 1R2,(416) 363-3373,,25,CLOTHING DROP BOX LOCATION PERMIT
P90-4676801,CANADIAN DIABETES ASSOCIATION,825,DON MILLS RD,,"TORONTO, ON",M3C 1V4,(416) 363-3373,,26,CLOTHING DROP BOX LOCATION PERMIT
P90-4676802,CANADIAN DIABETES ASSOCIATION,75,WYNFORD HEIGHTS CRES,,"TORONTO, ON",M3C 3H9,(416) 363-3373,,26,CLOTHING DROP BOX LOCATION PERMIT
P90-4676803,CANADIAN DIABETES ASSOCIATION,360,LESMILL RD,,"TORONTO, ON",M3B 2T5,(416) 363-3373,,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4676805,CANADIAN DIABETES ASSOCIATION,20,GRAYDON HALL DR,,"TORONTO, ON",M3A 2Z9,(416) 363-3373,,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4676807,CANADIAN DIABETES ASSOCIATION,135,FENELON DR,,"TORONTO, ON",M3A 3K7,(416) 363-3373,,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4676809,CANADIAN DIABETES ASSOCIATION,60,NORTH HILLS TERR,,"TORONTO, ON",M3C 1M7,(416) 363-3373,,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4676812,CANADIAN DIABETES ASSOCIATION,131,THE HEIGHTS DR,,"TORONTO, ON",M3C 1Y3,(416) 363-3373,,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4676813,CANADIAN DIABETES ASSOCIATION,712,KENNEDY RD,,"TORONTO, ON",M1K 2B5,(416) 363-3373,,35,CLOTHING DROP BOX LOCATION PERMIT
P90-4676815,CANADIAN DIABETES ASSOCIATION,130,MIDLAND AVE,,"TORONTO, ON",M1N 4E6,(416) 363-3373,,36,CLOTHING DROP BOX LOCATION PERMIT
P90-4676816,CANADIAN DIABETES ASSOCIATION,102,CRAIGLEE DR,,"TORONTO, ON",M1N 2M7,(416) 363-3373,,36,CLOTHING DROP BOX LOCATION PERMIT
P90-4676818,CANADIAN DIABETES ASSOCIATION,3650,DANFORTH AVE,,"TORONTO, ON",M1N 2E8,(416) 363-3373,,36,CLOTHING DROP BOX LOCATION PERMIT
P90-4676819,CANADIAN DIABETES ASSOCIATION,1755,BRIMLEY RD,,"TORONTO, ON",M1P 0A3,(416) 363-3373,,38,CLOTHING DROP BOX LOCATION PERMIT
P90-4676823,CANADIAN DIABETES ASSOCIATION,255,BAMBURGH CIR,,"TORONTO, ON",M1W 3T6,(416) 363-3373,,39,CLOTHING DROP BOX LOCATION PERMIT
P90-4676826,CANADIAN DIABETES ASSOCIATION,4091,SHEPPARD AVE E,,"TORONTO, ON",M1S 3H2,(416) 363-3373,,41,CLOTHING DROP BOX LOCATION PERMIT
P90-4676827,CANADIAN DIABETES ASSOCIATION,3895,LAWRENCE AVE E,,"TORONTO, ON",M1G 3T3,(416) 363-3373,,43,CLOTHING DROP BOX LOCATION PERMIT
P90-4678072,CANADIAN DIABETES ASSOCIATION,270,PALMDALE DR,,"TORONTO, ON",M1T 3N8,(416) 363-3373,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4678074,CANADIAN DIABETES ASSOCIATION,1755,BRIMLEY RD,,"TORONTO, ON",M1P 0A3,(416) 363-3373,,38,CLOTHING DROP BOX LOCATION PERMIT
P90-4678077,CANADIAN DIABETES ASSOCIATION,825,DON MILLS RD,,"TORONTO, ON",M3C 1V4,(416) 363-3373,,26,CLOTHING DROP BOX LOCATION PERMIT
P90-4684466,B & T TEXTILE INC,3671,DUNDAS ST W,,"TORONTO, ON",M6S 2T3,(647) 221-8531,B & T TEXTILE,13,CLOTHING DROP BOX LOCATION PERMIT
P90-4684467,B & T TEXTILE INC,17,LESLIE ST,,"TORONTO, ON",M4M 3H9,(647) 221-8531,B & T TEXTILE,32,CLOTHING DROP BOX LOCATION PERMIT
P90-4684468,B & T TEXTILE INC,2957,DUFFERIN ST,,"TORONTO, ON",M6B 3T1,(647) 221-8531,B & T TEXTILE,15,CLOTHING DROP BOX LOCATION PERMIT
P90-4684469,B & T TEXTILE INC,1664,DUPONT ST,,"TORONTO, ON",M6P 3T2,(647) 221-8531,,18,CLOTHING DROP BOX LOCATION PERMIT
P90-4684499,JACS TORONTO,3292,BAYVIEW AVE,,"TORONTO, ON",M2M 4J5,(416) 638-0350,,24,CLOTHING DROP BOX LOCATION PERMIT
P90-4686531,OASIS ADDICTION RECOVERY SOCIETY,9,EMERSON AVE,,"TORONTO, ON",M6H 3S7,(416) 751-0553,,18,CLOTHING DROP BOX LOCATION PERMIT
P90-4688307,JACS TORONTO,1,RICHVIEW RD,,"TORONTO, ON",M9A 4M6,(416) 638-0350,,4,CLOTHING DROP BOX LOCATION PERMIT
P90-4688308,JACS TORONTO,25,RICHVIEW RD,,"TORONTO, ON",M9A 4Y3,(416) 638-0350,,4,CLOTHING DROP BOX LOCATION PERMIT
P90-4688309,JACS TORONTO,39,RICHVIEW RD,,"TORONTO, ON",M9A 4M7,(416) 638-0350,,4,CLOTHING DROP BOX LOCATION PERMIT
P90-4688842,CANADIAN DIABETES ASSOCIATION,404,OLD WESTON RD,,"TORONTO, ON",M6N 3B1,(416) 363-3373,,17,CLOTHING DROP BOX LOCATION PERMIT
P90-4690456,JACS TORONTO,946,LAWRENCE AVE E,,"TORONTO, ON",M3C 1R1,(416) 638-0350,,25,CLOTHING DROP BOX LOCATION PERMIT
P90-4690458,JACS TORONTO,980,LAWRENCE AVE E,,"TORONTO, ON",M3C 1R2,(416) 638-0350,,25,CLOTHING DROP BOX LOCATION PERMIT
P90-4690461,JACS TORONTO,2301,VICTORIA PARK AVE,,"TORONTO, ON",M1R 1W5,(416) 638-0350,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4690462,JACS TORONTO,2727,VICTORIA PARK AVE,,"TORONTO, ON",M1T 1A6,(416) 638-0350,,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4691996,AMJ RECYCLING INC,41,GARFELLA DR,,"TORONTO, ON",M9V 2G3,(647) 295-6973,AMJ RECYCLING INC,1,CLOTHING DROP BOX LOCATION PERMIT
P90-4704005,AMJ RECYCLING INC,4271,SHEPPARD AVE E,,"TORONTO, ON",M1S 4G4,(647) 295-6973,AMJ RECYCLING INC,41,CLOTHING DROP BOX LOCATION PERMIT
P90-4707726,AMJ RECYCLING INC,251-261,SCARLETT RD,,"TORONTO, ON",M6N 4K9,(647) 295-6973,AMJ RECYCLING INC,11,CLOTHING DROP BOX LOCATION PERMIT
P90-4707729,AMJ RECYCLING INC,130,REXDALE BLVD,,"TORONTO, ON",M9W 1P6,(647) 295-6973,AMJ RECYCLING INC,2,CLOTHING DROP BOX LOCATION PERMIT
P90-4707732,AMJ RECYCLING INC,90,YORK GATE BLVD,,"TORONTO, ON",M3N 2C3,(647) 295-6973,AMJ RECYCLING INC,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4707733,AMJ RECYCLING INC,3495,SHEPPARD AVE E,,"TORONTO, ON",M1T 3K6,(647) 295-6973,AMJ RECYCLING INC,40,CLOTHING DROP BOX LOCATION PERMIT
P90-4709180,AMJ RECYCLING INC,5,LYNVALLEY CRES,,"TORONTO, ON",M1R 2V2,(647) 295-6973,AMJ RECYCLING INC,37,CLOTHING DROP BOX LOCATION PERMIT
P90-4719698,GREEN EARTH USED CLOTHING RECYCLING INC,2715,LAWRENCE AVE E,,"TORONTO, ON",M1P 2S2,(416) 894-1666,GREEN EARTH USED CLOTHING RECYCLING INC,37,CLOTHING DROP BOX LOCATION PERMIT
P90-4719699,GREEN EARTH USED CLOTHING RECYCLING INC,1408,VICTORIA PARK AVE,,"TORONTO, ON",M4A 2L7,(416) 894-1666,GREEN EARTH USED CLOTHING RECYCLING INC,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4719700,GREEN EARTH USED CLOTHING RECYCLING INC,2155,LAWRENCE AVE E,,"TORONTO, ON",M1R 5G9,(416) 894-1666,GREEN EARTH USED CLOTHING RECYCLING INC,37,CLOTHING DROP BOX LOCATION PERMIT
P90-4723932,AMJ RECYCLING INC,812,O'CONNOR DR,,"TORONTO, ON",M4B 2S9,(647) 295-6973,AMJ RECYCLING INC,31,CLOTHING DROP BOX LOCATION PERMIT
P90-4723933,AMJ RECYCLING INC,1200-1236,LAWRENCE AVE E,,"TORONTO, ON",M3A 1C1,(647) 295-6973,AMJ RECYCLING INC,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4729234,GREEN EARTH USED CLOTHING RECYCLING INC,141,DAVISVILLE AVE,,"TORONTO, ON",M4S 1G7,(416) 894-1666,GREEN EARTH USED CLOTHING RECYCLING INC,22,CLOTHING DROP BOX LOCATION PERMIT
P90-4729239,GREEN EARTH USED CLOTHING RECYCLING INC,33,DAVISVILLE AVE,,"TORONTO, ON",M4S 2Y9,(416) 894-1666,GREEN EARTH USED CLOTHING RECYCLING INC,22,CLOTHING DROP BOX LOCATION PERMIT
P90-4736247,GREEN EARTH USED CLOTHING RECYCLING INC,4180,KINGSTON RD,,"TORONTO, ON",M1E 2M4,(416) 894-1666,GREEN EARTH USED CLOTHING RECYCLING INC,43,CLOTHING DROP BOX LOCATION PERMIT
P90-4738800,CANADIAN DIABETES ASSOCIATION,56,CASSANDRA BLVD,,"TORONTO, ON",M3A 1S6,(416) 363-3373,,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4738801,CANADIAN DIABETES ASSOCIATION,88,CASSANDRA BLVD,,"TORONTO, ON",M3A 1S6,(416) 363-3373,,34,CLOTHING DROP BOX LOCATION PERMIT
P90-4738802,CANADIAN DIABETES ASSOCIATION,44,STUBBS DR,,"TORONTO, ON",M2L 2R3,(416) 363-3373,,25,CLOTHING DROP BOX LOCATION PERMIT
P90-4738805,CANADIAN DIABETES ASSOCIATION,11,DERVOCK CRES,,"TORONTO, ON",M2K 1A6,(416) 363-3373,,24,CLOTHING DROP BOX LOCATION PERMIT
P90-4738806,CANADIAN DIABETES ASSOCIATION,75,TALARA DR,,"TORONTO, ON",M2K 2X4,(416) 363-3373,,24,CLOTHING DROP BOX LOCATION PERMIT
P90-4738807,CANADIAN DIABETES ASSOCIATION,65,BRIDESBURG DR,,"TORONTO, ON",M9R 2K4,(416) 363-3373,,2,CLOTHING DROP BOX LOCATION PERMIT
P90-4738808,CANADIAN DIABETES ASSOCIATION,25,BRIDESBURG DR,,"TORONTO, ON",M9R 2K6,(416) 363-3373,,2,CLOTHING DROP BOX LOCATION PERMIT
P90-4738811,CANADIAN DIABETES ASSOCIATION,15,BRIDESBURG DR,,"TORONTO, ON",M9R 2K5,(416) 363-3373,,2,CLOTHING DROP BOX LOCATION PERMIT
P90-4738812,CANADIAN DIABETES ASSOCIATION,190,KINGSVIEW BLVD,,"TORONTO, ON",M9R 1V5,(416) 363-3373,,2,CLOTHING DROP BOX LOCATION PERMIT
P90-4738813,CANADIAN DIABETES ASSOCIATION,186,KINGSVIEW BLVD,,"TORONTO, ON",M9R 1V5,(416) 363-3373,,2,CLOTHING DROP BOX LOCATION PERMIT
P90-4738814,CANADIAN DIABETES ASSOCIATION,15,BLACKFRIAR AVE,,"TORONTO, ON",M9R 3S5,(416) 363-3373,,2,CLOTHING DROP BOX LOCATION PERMIT
P90-4739113,B & T TEXTILE INC,2111,JANE ST,,"TORONTO, ON",M3M 1A2,(647) 221-8531,B & T TEXTILE,9,CLOTHING DROP BOX LOCATION PERMIT
P90-4739502,CANADIAN DIABETES ASSOCIATION,51,GERRY FITZGERALD DR,,"TORONTO, ON",M3J 3N4,(416) 363-3373,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4739503,CANADIAN DIABETES ASSOCIATION,10,BLACKFRIAR AVE,,"TORONTO, ON",M9R 3S4,(416) 363-3373,,2,CLOTHING DROP BOX LOCATION PERMIT
P90-4739504,CANADIAN DIABETES ASSOCIATION,41,BLACKFRIAR AVE,,"TORONTO, ON",M9R 3S4,(416) 363-3373,,2,CLOTHING DROP BOX LOCATION PERMIT
P90-4746055,CANADIAN DIABETES ASSOCIATION,51,GERRY FITZGERALD DR,,"TORONTO, ON",M3J 3N4,(416) 363-3373,,8,CLOTHING DROP BOX LOCATION PERMIT
P90-4807702,AMJ RECYCLING INC,1795,ST CLAIR AVE W,,"TORONTO, ON",M6N 1J7,(647) 295-6973,AMJ RECYCLING INC,17,CLOTHING DROP BOX LOCATION PERMIT
